max_altitude,rise_azimuth,set_azimuth,archived,experimental,year,station_lat,station_lng,station_alt,horizon,station_status,duration_seconds,hour_of_day,day_of_week,month,day_of_year,week_of_year,altitude_squared,altitude_log,hour_sin,hour_cos,month_sin,month_cos,abs_latitude,true_label,predicted_label,error_type
65.0,301.0,13.0,1,0,2024,63.854,20.208,35,10,2,256.0,6,2,1,10,2,4225.0,4.189654742026425,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,63.854,0.0,1.0,False Positive
14.0,29.0,148.0,1,0,2023,51.794264,14.967388,95,0,0,606.0,8,1,11,332,48,196.0,2.70805020110221,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,51.794264,0.0,1.0,False Positive
64.0,177.0,339.0,0,0,2025,52.342463,-1.290348,128,15,2,391.0,15,1,1,21,4,4096.0,4.174387269895637,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,52.342463,1.0,0.0,False Negative
88.0,161.0,345.0,1,0,2023,60.329,25.051,37,30,0,202.0,7,5,9,245,35,7744.0,4.48863636973214,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16,60.329,1.0,0.0,False Negative
14.0,127.0,12.0,0,0,2025,33.323,-86.888,231,0,2,583.0,14,0,8,216,32,196.0,2.70805020110221,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,33.323,0.0,1.0,False Positive
31.0,145.0,359.0,1,0,2024,40.164,-105.093,1626,0,2,672.0,13,6,7,196,28,961.0,3.4657359027997265,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,40.164,0.0,1.0,False Positive
17.0,77.0,356.0,1,0,2023,64.7941,-147.536,147,7,2,334.0,9,3,11,313,45,289.0,2.8903717578961645,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,64.7941,0.0,1.0,False Positive
16.0,27.0,153.0,1,0,2023,52.062,-2.062,50,5,0,614.0,6,2,4,102,15,256.0,2.833213344056216,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,52.062,0.0,1.0,False Positive
38.0,5.0,209.0,1,0,2024,42.09,1.859,625,15,0,590.0,6,4,4,103,15,1444.0,3.6635616461296463,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,42.09,0.0,1.0,False Positive
22.0,104.0,25.0,1,0,2023,48.886,8.693,337,45,2,240.0,11,1,10,304,44,484.0,3.1354942159291497,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,48.886,0.0,1.0,False Positive
75.0,171.0,346.0,1,0,2024,39.949,32.901,893,5,2,555.0,12,4,3,68,10,5625.0,4.330733340286331,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,39.949,1.0,0.0,False Negative
67.0,18.0,184.0,0,0,2025,2.811185,-60.680964,9,15,2,399.0,18,3,11,310,45,4489.0,4.219507705176107,-1.0,-1.8369701987210294e-16,-0.5000000000000004,0.8660254037844384,2.811185,0.0,1.0,False Positive
80.0,11.0,199.0,1,0,2023,48.886,8.693,337,45,2,365.0,13,5,10,294,42,6400.0,4.394449154672439,-0.2588190451025208,-0.9659258262890684,-0.8660254037844386,0.5000000000000001,48.886,0.0,1.0,False Positive
6.0,104.0,22.0,0,0,2024,38.697,-77.805,181,10,2,444.0,11,3,11,319,46,36.0,1.9459101490553128,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,38.697,1.0,0.0,False Negative
15.0,346.0,247.0,0,0,2025,45.88201,-66.76792,90,10,2,427.0,4,5,6,158,23,225.0,2.772588722239781,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,45.88201,0.0,1.0,False Positive
20.0,325.0,228.0,1,0,2023,-26.285298,28.070619,1700,10,0,338.0,10,0,1,30,5,400.0,3.044522437723423,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,26.285298,1.0,0.0,False Negative
61.0,268.0,73.0,1,0,2023,19.415,-154.892,15,5,2,737.0,15,3,11,334,48,3721.0,4.127134385045092,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,19.415,0.0,1.0,False Positive
8.0,352.0,269.0,0,1,2025,49.732,7.336,480,0,0,405.0,16,2,8,218,32,64.0,2.19722457733622,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,49.732,1.0,0.0,False Negative
80.0,302.0,131.0,0,1,2025,41.57,-87.812,200,10,0,261.0,1,0,1,27,5,6400.0,4.394449154672439,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,41.57,1.0,0.0,False Negative
14.0,213.0,314.0,0,0,2025,43.5649,1.4751,145,5,2,222.0,2,1,2,42,7,196.0,2.70805020110221,0.4999999999999999,0.8660254037844387,0.8660254037844386,0.5000000000000001,43.5649,1.0,0.0,False Negative
20.0,310.0,184.0,1,0,2022,52.062,-2.062,50,5,0,761.0,17,0,4,94,14,400.0,3.044522437723423,-0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,52.062,0.0,1.0,False Positive
37.0,35.0,159.0,1,0,2023,48.886,8.693,337,45,2,414.0,14,3,10,299,43,1369.0,3.6375861597263857,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,48.886,0.0,1.0,False Positive
74.0,218.0,33.0,0,0,2025,13.1458,77.5417,900,5,2,685.0,19,1,8,238,35,5476.0,4.31748811353631,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,13.1458,1.0,0.0,False Negative
7.0,36.0,130.0,1,0,2024,53.442,-7.91,43,0,0,503.0,9,4,9,264,38,49.0,2.079441541679836,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16,53.442,1.0,0.0,False Negative
23.0,197.0,336.0,0,0,2025,51.904,-8.664,101,10,2,641.0,15,0,7,209,31,529.0,3.1780538303479458,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,51.904,0.0,1.0,False Positive
2.0,244.0,304.0,1,0,2024,40.0091,-105.247,20,0,0,330.0,18,2,2,45,7,4.0,1.0986122886681098,-1.0,-1.8369701987210294e-16,0.8660254037844386,0.5000000000000001,40.0091,0.0,1.0,False Positive
54.0,110.0,39.0,1,0,2024,63.854,20.208,35,10,2,180.0,0,0,8,218,32,2916.0,4.007333185232471,0.0,1.0,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
56.0,262.0,72.0,1,0,2024,48.336,17.448,134,10,1,630.0,20,0,5,134,20,3136.0,4.04305126783455,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,48.336,1.0,0.0,False Negative
31.0,144.0,0.0,1,0,2023,48.934,9.193,293,5,0,372.0,19,0,9,254,37,961.0,3.4657359027997265,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16,48.934,1.0,0.0,False Negative
88.0,19.0,204.0,1,0,2023,63.854,20.208,35,10,2,180.0,13,3,8,236,34,7744.0,4.48863636973214,-0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
57.0,145.0,349.0,1,0,2024,59.22,18.179,36,10,2,503.0,12,5,4,118,17,3249.0,4.060443010546419,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,59.22,0.0,1.0,False Positive
10.0,240.0,98.0,1,0,2024,53.314,-6.235,20,0,2,193.0,9,5,4,118,17,100.0,2.3978952727983707,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,53.314,0.0,1.0,False Positive
29.0,99.0,340.0,1,0,2022,63.854,20.208,35,10,2,455.0,22,2,8,229,33,841.0,3.4011973816621555,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
18.0,252.0,166.0,0,0,2025,49.2169371,7.01402,224,10,0,314.0,12,2,5,134,20,324.0,2.9444389791664403,1.2246467991473532e-16,-1.0,0.4999999999999999,-0.8660254037844387,49.2169371,0.0,1.0,False Positive
67.0,145.0,351.0,1,0,2024,63.854,20.208,35,10,2,180.0,1,0,3,64,10,4489.0,4.219507705176107,0.2588190451025207,0.9659258262890684,1.0,6.123233995736766e-17,63.854,0.0,1.0,False Positive
60.0,182.0,169.0,1,0,2024,63.854,20.208,35,20,0,326.0,3,1,1,2,1,3600.0,4.110873864173311,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387,63.854,0.0,1.0,False Positive
19.0,130.0,4.0,1,0,2023,42.09,1.859,625,15,0,634.0,20,1,11,318,46,361.0,2.995732273553991,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,42.09,0.0,1.0,False Positive
73.0,162.0,351.0,1,0,2024,39.569,-3.186,668,0,2,687.0,22,5,12,342,49,5329.0,4.30406509320417,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,39.569,1.0,0.0,False Negative
55.0,307.0,206.0,1,0,2025,40.0091,-105.247,20,0,0,331.0,22,6,4,103,15,3025.0,4.02535169073515,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,40.0091,0.0,1.0,False Positive
82.0,168.0,347.0,1,0,2022,42.175,-8.7083,60,0,0,736.0,22,2,1,26,4,6724.0,4.418840607796598,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387,42.175,1.0,0.0,False Negative
71.0,22.0,181.0,1,0,2025,42.845241,-71.500635,73,25,2,284.0,15,2,2,36,6,5041.0,4.276666119016055,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,42.845241,1.0,0.0,False Negative
38.0,357.0,243.0,1,0,2022,63.854,20.208,35,10,2,241.0,10,3,7,202,29,1444.0,3.6635616461296463,0.4999999999999999,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,63.854,0.0,1.0,False Positive
89.0,165.0,348.0,1,0,2021,48.886,8.693,337,45,2,735.0,20,6,12,339,48,7921.0,4.499809670330265,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,48.886,0.0,1.0,False Positive
44.0,153.0,4.0,0,1,2025,2.811185,-60.680964,9,15,1,297.0,22,3,5,142,21,1936.0,3.80666248977032,-0.5000000000000004,0.8660254037844384,0.4999999999999999,-0.8660254037844387,2.811185,1.0,0.0,False Negative
33.0,353.0,225.0,1,0,2022,40.10102,21.38813,605,10,0,445.0,0,3,11,328,47,1089.0,3.5263605246161616,0.0,1.0,-0.5000000000000004,0.8660254037844384,40.10102,1.0,0.0,False Negative
19.0,228.0,319.0,1,0,2024,63.854,20.208,35,10,2,329.0,6,6,9,266,38,361.0,2.995732273553991,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16,63.854,0.0,1.0,False Positive
22.0,313.0,34.0,0,0,2025,46.52,6.565,411,15,0,227.0,0,1,2,42,7,484.0,3.1354942159291497,0.0,1.0,0.8660254037844386,0.5000000000000001,46.52,0.0,1.0,False Positive
51.0,130.0,12.0,1,0,2022,40.569,-105.226,1865,20,0,275.0,1,3,9,251,36,2601.0,3.951243718581428,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16,40.569,0.0,1.0,False Positive
21.0,44.0,144.0,0,0,2025,45.536682,-73.619774,70,10,2,330.0,2,1,8,224,33,441.0,3.091042453358316,0.4999999999999999,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,45.536682,0.0,1.0,False Positive
64.0,151.0,349.0,1,0,2024,59.22,18.179,36,10,2,439.0,20,0,5,141,21,4096.0,4.174387269895637,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,59.22,0.0,1.0,False Positive
47.0,18.0,181.0,0,0,2025,50.77,-2.02,60,20,2,690.0,11,0,2,55,9,2209.0,3.871201010907891,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,50.77,1.0,0.0,False Negative
60.0,176.0,335.0,0,0,2025,-34.851452,-58.087396,10,10,2,474.0,19,5,6,158,23,3600.0,4.110873864173311,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,34.851452,0.0,1.0,False Positive
24.0,145.0,37.0,0,0,2025,21.01604527914565,105.85430673243896,28,10,0,405.0,11,2,7,204,30,576.0,3.218875824868201,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,21.01604527914565,0.0,1.0,False Positive
56.0,306.0,116.0,1,0,2023,42.019,0.7444,755,15,1,667.0,19,0,5,149,22,3136.0,4.04305126783455,-0.9659258262890684,0.2588190451025203,0.4999999999999999,-0.8660254037844387,42.019,0.0,1.0,False Positive
18.0,316.0,237.0,0,0,2025,53.91,27.09,280,0,2,233.0,10,1,7,203,30,324.0,2.9444389791664403,0.4999999999999999,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,53.91,0.0,1.0,False Positive
74.0,38.0,179.0,1,0,2024,63.854,20.208,35,20,0,180.0,7,2,7,192,28,5476.0,4.31748811353631,0.9659258262890684,-0.2588190451025206,-0.4999999999999997,-0.8660254037844388,63.854,1.0,0.0,False Negative
43.0,355.0,218.0,0,0,2025,46.52,6.565,411,15,0,266.0,11,4,2,45,7,1849.0,3.784189633918261,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,46.52,0.0,1.0,False Positive
43.0,189.0,332.0,1,0,2024,35.118,-89.971,77,10,2,606.0,0,3,4,102,15,1849.0,3.784189633918261,0.0,1.0,0.8660254037844387,-0.4999999999999998,35.118,1.0,0.0,False Negative
7.0,174.0,117.0,0,0,2025,52.66129,1.3232,30,4,2,272.0,12,3,3,65,10,49.0,2.079441541679836,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,52.66129,0.0,1.0,False Positive
41.0,5.0,210.0,0,0,2025,43.5649,1.4751,145,5,2,687.0,13,3,7,191,28,1681.0,3.737669618283368,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,43.5649,0.0,1.0,False Positive
1.0,58.0,96.0,0,0,2025,51.594,4.923,12,0,2,223.0,20,0,5,132,20,1.0,0.6931471805599453,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,51.594,1.0,0.0,False Negative
84.0,22.0,193.0,1,0,2024,40.0091,-105.247,20,0,0,411.0,19,2,12,339,49,7056.0,4.442651256490317,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,40.0091,0.0,1.0,False Positive
41.0,312.0,158.0,1,0,2024,52.21,5.16,14,10,2,741.0,6,5,9,265,38,1681.0,3.737669618283368,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16,52.21,1.0,0.0,False Negative
23.0,204.0,331.0,1,0,2024,56.964,23.603,12,0,0,511.0,19,3,10,284,41,529.0,3.1780538303479458,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,56.964,1.0,0.0,False Negative
36.0,217.0,83.0,0,0,2024,53.1094,6.1076,6,10,2,437.0,0,3,11,333,48,1296.0,3.610917912644224,0.0,1.0,-0.5000000000000004,0.8660254037844384,53.1094,0.0,1.0,False Positive
17.0,252.0,171.0,0,0,2025,48.336,17.448,134,10,1,298.0,5,5,4,95,14,289.0,2.8903717578961645,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998,48.336,1.0,0.0,False Negative
34.0,19.0,171.0,0,0,2025,63.854,20.208,35,10,2,738.0,9,2,1,15,3,1156.0,3.555348061489413,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,63.854,0.0,1.0,False Positive
24.0,25.0,164.0,1,0,2024,46.258282,14.386951,460,0,0,650.0,9,4,9,271,39,576.0,3.218875824868201,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16,46.258282,1.0,0.0,False Negative
28.0,143.0,359.0,1,0,2022,42.019,0.7444,755,15,1,670.0,17,1,10,298,43,784.0,3.367295829986474,-0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,42.019,0.0,1.0,False Positive
41.0,159.0,358.0,0,0,2025,13.8422302,100.8554904,50,10,2,556.0,15,5,10,291,42,1681.0,3.737669618283368,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,13.8422302,0.0,1.0,False Positive
68.0,259.0,93.0,1,0,2023,-2.559,-44.227,50,10,0,573.0,17,2,11,333,48,4624.0,4.23410650459726,-0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384,2.559,1.0,0.0,False Negative
27.0,234.0,157.0,1,0,2023,42.687,23.307,630,15,2,211.0,5,0,6,163,24,729.0,3.332204510175204,0.9659258262890684,0.2588190451025207,1.2246467991473532e-16,-1.0,42.687,0.0,1.0,False Positive
51.0,152.0,351.0,1,0,2023,49.626,6.159,350,0,0,725.0,20,5,1,7,1,2601.0,3.951243718581428,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,49.626,0.0,1.0,False Positive
73.0,10.0,203.0,1,0,2022,42.29322,-83.71073,300,0,0,638.0,8,1,8,235,34,5329.0,4.30406509320417,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,42.29322,1.0,0.0,False Negative
33.0,328.0,227.0,0,0,2025,-34.60722,-58.3909,45,15,2,249.0,13,0,4,104,16,1089.0,3.5263605246161616,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998,34.60722,0.0,1.0,False Positive
27.0,349.0,232.0,1,0,2022,43.670284,-79.380746,140,10,0,399.0,15,3,12,349,50,729.0,3.332204510175204,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,43.670284,1.0,0.0,False Negative
64.0,16.0,187.0,0,0,2025,50.132431,14.515841,276,2,2,640.0,12,0,7,209,31,4096.0,4.174387269895637,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,50.132431,0.0,1.0,False Positive
78.0,10.0,197.0,1,0,2024,41.462,-87.038,240,0,2,693.0,16,4,8,236,34,6084.0,4.3694478524670215,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,41.462,0.0,1.0,False Positive
88.0,14.0,197.0,1,0,2024,56.972489,10.104595,10,0,2,228.0,7,0,4,99,15,7744.0,4.48863636973214,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,56.972489,0.0,1.0,False Positive
59.0,116.0,33.0,1,0,2024,63.854,20.208,35,10,2,188.0,12,6,1,28,4,3481.0,4.0943445622221,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,63.854,0.0,1.0,False Positive
72.0,179.0,336.0,1,0,2022,40.569,-105.226,1865,20,0,316.0,7,6,9,268,38,5184.0,4.290459441148391,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16,40.569,0.0,1.0,False Positive
22.0,210.0,329.0,0,0,2025,50.359,30.388,200,5,2,663.0,16,6,6,152,22,484.0,3.1354942159291497,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,50.359,0.0,1.0,False Positive
31.0,346.0,235.0,1,0,2021,40.0091,-105.247,20,0,0,351.0,16,4,11,323,46,961.0,3.4657359027997265,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,40.0091,0.0,1.0,False Positive
29.0,219.0,309.0,1,0,2023,52.2155,4.4174,20,20,2,207.0,10,1,11,311,45,841.0,3.4011973816621555,0.4999999999999999,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,52.2155,1.0,0.0,False Negative
69.0,144.0,0.0,0,0,2025,63.854,20.208,35,10,2,180.0,1,2,8,218,32,4761.0,4.248495242049359,0.2588190451025207,0.9659258262890684,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
18.0,29.0,157.0,1,0,2024,42.019,0.7444,755,15,1,617.0,19,2,7,199,29,324.0,2.9444389791664403,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,42.019,0.0,1.0,False Positive
50.0,7.0,207.0,0,0,2025,45.316003,18.409289,100,0,2,695.0,21,6,3,89,13,2500.0,3.9318256327243257,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,45.316003,1.0,0.0,False Negative
88.0,166.0,348.0,0,0,2025,45.0769,14.6744,60,1,1,648.0,19,2,1,1,1,7744.0,4.48863636973214,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,45.0769,1.0,0.0,False Negative
78.0,152.0,349.0,1,0,2023,63.854,20.208,35,20,0,180.0,17,0,8,226,33,6084.0,4.3694478524670215,-0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004,63.854,1.0,0.0,False Negative
30.0,209.0,319.0,0,0,2024,46.52,6.565,411,15,0,388.0,1,1,12,352,51,900.0,3.4339872044851463,0.2588190451025207,0.9659258262890684,-2.4492935982947064e-16,1.0,46.52,0.0,1.0,False Positive
36.0,207.0,319.0,1,0,2022,63.854,20.208,35,10,2,258.0,19,1,7,200,29,1296.0,3.610917912644224,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,63.854,0.0,1.0,False Positive
66.0,185.0,327.0,0,0,2025,63.854,20.208,35,10,2,180.0,18,0,7,195,29,4356.0,4.204692619390966,-1.0,-1.8369701987210294e-16,-0.4999999999999997,-0.8660254037844388,63.854,0.0,1.0,False Positive
48.0,110.0,14.0,0,0,2025,40.164,-105.093,1626,0,2,180.0,10,6,7,194,28,2304.0,3.8918202981106265,0.4999999999999999,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,40.164,0.0,1.0,False Positive
78.0,170.0,345.0,0,0,2025,49.2169371,7.01402,224,10,0,418.0,7,3,5,135,20,6084.0,4.3694478524670215,0.9659258262890684,-0.2588190451025206,0.4999999999999999,-0.8660254037844387,49.2169371,0.0,1.0,False Positive
67.0,6.0,219.0,1,0,2022,63.854,20.208,35,20,0,205.0,10,3,10,293,42,4489.0,4.219507705176107,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,63.854,0.0,1.0,False Positive
77.0,229.0,44.0,1,0,2024,-34.85,150.6,35,10,2,496.0,18,2,12,339,49,5929.0,4.356708826689592,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,34.85,1.0,0.0,False Negative
72.0,173.0,344.0,0,1,2025,41.067555,-112.007036,1337,10,0,414.0,19,5,10,277,40,5184.0,4.290459441148391,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,41.067555,0.0,1.0,False Positive
55.0,162.0,356.0,1,0,2024,-1.3522,100.5925,60,15,0,679.0,15,2,9,269,39,3025.0,4.02535169073515,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210294e-16,1.3522,1.0,0.0,False Negative
52.0,7.0,206.0,0,0,2024,40.164,-105.093,1626,0,2,801.0,22,5,12,356,51,2704.0,3.970291913552122,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,40.164,0.0,1.0,False Positive
86.0,228.0,51.0,0,0,2025,38.054,-121.361,10,6,2,643.0,18,3,10,275,40,7396.0,4.465908118654584,-1.0,-1.8369701987210294e-16,-0.8660254037844386,0.5000000000000001,38.054,1.0,0.0,False Negative
56.0,180.0,340.0,1,0,2022,38.2768,-0.6711,120,0,0,327.0,11,6,1,16,2,3136.0,4.04305126783455,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,38.2768,1.0,0.0,False Negative
89.0,240.0,61.0,1,0,2023,39.5889939,-76.6633047,202,10,0,612.0,6,5,3,70,10,7921.0,4.499809670330265,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,39.5889939,1.0,0.0,False Negative
77.0,349.0,190.0,1,0,2023,39.963495,-85.929823,850,11,1,720.0,19,6,8,232,33,5929.0,4.356708826689592,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,39.963495,1.0,0.0,False Negative
20.0,294.0,200.0,0,0,2025,49.2169371,7.01402,224,10,0,415.0,5,5,6,165,24,400.0,3.044522437723423,0.9659258262890684,0.2588190451025207,1.2246467991473532e-16,-1.0,49.2169371,0.0,1.0,False Positive
84.0,21.0,212.0,1,0,2022,63.854,20.208,35,0,2,228.0,8,5,12,358,51,7056.0,4.442651256490317,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,63.854,0.0,1.0,False Positive
38.0,26.0,181.0,1,0,2025,-20.74,116.807,20,5,2,669.0,18,2,3,71,11,1444.0,3.6635616461296463,-1.0,-1.8369701987210294e-16,1.0,6.123233995736766e-17,20.74,0.0,1.0,False Positive
11.0,267.0,183.0,1,0,2022,35.797,139.483,65,5,0,352.0,4,4,1,14,2,121.0,2.4849066497880004,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,35.797,0.0,1.0,False Positive
69.0,288.0,132.0,1,0,2024,-19.861,-44.619,800,30,2,297.0,4,2,7,185,27,4761.0,4.248495242049359,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,19.861,1.0,0.0,False Negative
85.0,14.0,194.0,1,0,2022,52.2155,4.4174,20,20,2,734.0,13,6,6,156,22,7225.0,4.454347296253507,-0.2588190451025208,-0.9659258262890684,1.2246467991473532e-16,-1.0,52.2155,1.0,0.0,False Negative
54.0,50.0,176.0,1,0,2022,40.0091,-105.247,20,0,0,273.0,3,1,10,291,42,2916.0,4.007333185232471,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,40.0091,0.0,1.0,False Positive
86.0,14.0,199.0,1,0,2022,56.82,12.89,67,20,0,298.0,3,2,6,166,24,7396.0,4.465908118654584,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,56.82,0.0,1.0,False Positive
7.0,81.0,31.0,0,0,2025,50.359,30.388,200,5,2,216.0,3,4,6,171,25,49.0,2.079441541679836,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,50.359,0.0,1.0,False Positive
89.0,165.0,347.0,1,0,2022,50.567,22.074,12,7,2,509.0,19,3,1,20,3,7921.0,4.499809670330265,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,50.567,0.0,1.0,False Positive
46.0,3.0,204.0,0,0,2024,25.12,55.377,20,10,0,672.0,17,3,11,326,47,2116.0,3.8501476017100575,-0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384,25.12,1.0,0.0,False Negative
81.0,170.0,344.0,1,0,2023,48.886,8.693,337,45,2,397.0,19,3,10,299,43,6561.0,4.406719247264253,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,48.886,0.0,1.0,False Positive
24.0,110.0,22.0,0,0,2025,46.52,6.565,411,15,0,293.0,12,0,1,13,3,576.0,3.218875824868201,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,46.52,0.0,1.0,False Positive
35.0,190.0,331.0,1,0,2023,51.6,-1.291,71,10,2,250.0,20,3,10,285,41,1225.0,3.58351893845611,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,51.6,1.0,0.0,False Negative
15.0,349.0,109.0,1,0,2024,30.05973,-99.15139,500,1,2,674.0,6,4,7,194,28,225.0,2.772588722239781,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,30.05973,0.0,1.0,False Positive
49.0,18.0,181.0,0,0,2025,50.217,8.641,200,10,2,754.0,12,0,6,181,27,2401.0,3.912023005428146,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,50.217,0.0,1.0,False Positive
42.0,148.0,353.0,1,0,2024,50.567,22.074,12,7,2,676.0,19,4,9,257,37,1764.0,3.7612001156935615,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16,50.567,0.0,1.0,False Positive
